;subprefeitura/zona;valor;secretaria;numero_meta;meta;indicador;codigo_subs;codigo_zonas
2401;NORTE;;SMS;5.1;Atingir a Cobertura Vacinal Preconizada (95%) para as quatro vacinas selecionadas (Poliomielite, Pneumocócica 10V, Pentavalente e SCR) em crianças de 1 ano de idade;Proporção das vacinas selecionadas com a cobertura vacinal preconizada de 95%.;;3.0
2402;CENTRO;;SMS;5.1;Atingir a Cobertura Vacinal Preconizada (95%) para as quatro vacinas selecionadas (Poliomielite, Pneumocócica 10V, Pentavalente e SCR) em crianças de 1 ano de idade;Proporção das vacinas selecionadas com a cobertura vacinal preconizada de 95%.;;1.0
2403;OESTE;;SMS;5.1;Atingir a Cobertura Vacinal Preconizada (95%) para as quatro vacinas selecionadas (Poliomielite, Pneumocócica 10V, Pentavalente e SCR) em crianças de 1 ano de idade;Proporção das vacinas selecionadas com a cobertura vacinal preconizada de 95%.;;4.0
2404;SUL;;SMS;5.1;Atingir a Cobertura Vacinal Preconizada (95%) para as quatro vacinas selecionadas (Poliomielite, Pneumocócica 10V, Pentavalente e SCR) em crianças de 1 ano de idade;Proporção das vacinas selecionadas com a cobertura vacinal preconizada de 95%.;;5.0
2405;Aricanduva/Vila Formosa;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;26;
2406;Butantã;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;10;
2407;Campo Limpo;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;17;
2408;Capela do Socorro;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;19;
2409;Casa Verde;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;04;
2410;Cidade Ademar;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;16;
2411;Cidade Tiradentes;1.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;31;
2412;Ermelino Matarazzo;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;22;
2413;Freguesia do Ó/Brasilândia;1.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;03;
2414;Guaianases;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;28;
2415;Ipiranga;1.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;13;
2416;Itaim Paulista;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;24;
2417;Itaquera;1.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;27;
2418;Jabaquara;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;15;
2419;Jaçanã/Tremembé;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;06;
2420;Lapa;1.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;08;
2421;M'Boi Mirim;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;18;
2422;Mooca;1.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;25;
2423;Parelheiros;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;20;
2424;Penha;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;21;
2425;Perus;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;01;
2426;Pinheiros;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;11;
2427;Pirituba/Jaraguá;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;02;
2428;Santana/Tucuruvi;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;05;
2429;Santo Amaro;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;14;
2430;São Mateus;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;30;
2431;São Miguel Paulista;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;23;
2432;Sapopemba;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;32;
2433;Sé;2.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;09;
2434;Vila Maria/Vila Guilherme;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;07;
2435;Vila Mariana;1.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;12;
2436;Vila Prudente;0.0;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;29;
2437;LESTE;;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;;2.0
2438;NORTE;;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;;3.0
2439;CENTRO;;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;;1.0
2440;OESTE;;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;;4.0
2441;SUL;;"SMT; SMPED";39;Implantar 9 projetos de redesenho urbano para pedestres, com vistas à melhoria da caminhabilidade e segurança, em especial, dos das pessoas com deficiência, idosos e crianças.;Número de projetos de redesenho urbano para pedestres, pessoas com deficiência ou mobilidade reduzida implantados.;;5.0
2442;Aricanduva/Vila Formosa;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;26;
2443;Butantã;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;10;
2444;Campo Limpo;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;17;
2445;Capela do Socorro;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;19;
2446;Casa Verde;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;04;
2447;Cidade Ademar;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;16;
2448;Cidade Tiradentes;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;31;
2449;Ermelino Matarazzo;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;22;
2450;Freguesia do Ó/Brasilândia;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;03;
2451;Guaianases;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;28;
2452;Ipiranga;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;13;
2453;Itaim Paulista;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;24;
2454;Itaquera;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;27;
2455;Jabaquara;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;15;
2456;Jaçanã/Tremembé;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;06;
2457;Lapa;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;08;
2458;M'Boi Mirim;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;18;
2459;Mooca;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;25;
2460;Parelheiros;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;20;
2461;Penha;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;21;
2462;Perus;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;01;
2463;Pinheiros;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;11;
2464;Pirituba/Jaraguá;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;02;
2465;Santana/Tucuruvi;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;05;
2466;Santo Amaro;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;14;
2467;São Mateus;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;30;
2468;São Miguel Paulista;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;23;
2469;Sapopemba;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;32;
2470;Sé;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;09;
2471;Vila Maria/Vila Guilherme;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;07;
2472;Vila Mariana;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;12;
2473;Vila Prudente;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;29;
2474;LESTE;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;;2.0
2475;NORTE;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;;3.0
2476;CENTRO;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;;1.0
2477;OESTE;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;;4.0
2478;SUL;;SGM;53;Implantar 4 Estúdios Criativos da Juventude – Rede Daora.;Número de Estúdios Criativos implantados e em funcionamento. ;;5.0
2479;Aricanduva/Vila Formosa;0.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;26;
2480;Butantã;3.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;10;
2481;Campo Limpo;3.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;17;
2482;Capela do Socorro;2.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;19;
2483;Casa Verde;1.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;04;
2484;Cidade Ademar;1.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;16;
2485;Cidade Tiradentes;3.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;31;
2486;Ermelino Matarazzo;0.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;22;
2487;Freguesia do Ó/Brasilândia;2.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;03;
2488;Guaianases;2.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;28;
2489;Ipiranga;1.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;13;
2490;Itaim Paulista;1.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;24;
2491;Itaquera;3.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;27;
2492;Jabaquara;10.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;15;
2493;Jaçanã/Tremembé;0.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;06;
2494;Lapa;2.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;08;
2495;M'Boi Mirim;2.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;18;
2496;Mooca;2.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;25;
2497;Parelheiros;0.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;20;
2498;Penha;3.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;21;
2499;Perus;1.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;01;
2500;Pinheiros;3.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;11;
2501;Pirituba/Jaraguá;6.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;02;
2502;Santana/Tucuruvi;0.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;05;
2503;Santo Amaro;0.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;14;
2504;São Mateus;2.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;30;
2505;São Miguel Paulista;2.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;23;
2506;Sapopemba;0.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;32;
2507;Sé;21.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;09;
2508;Vila Maria/Vila Guilherme;0.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;07;
2509;Vila Mariana;0.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;12;
2510;Vila Prudente;1.0;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;29;
2511;LESTE;;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;;2.0
2512;NORTE;;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;;3.0
2513;CENTRO;;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;;1.0
2514;OESTE;;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;;4.0
2515;SUL;;SMC;49;Ampliar o acervo de arte urbana do Museu de Arte de Rua (MAR) de São Paulo, com a realização de 260 novos painéis (grafite) em muros e empenas da cidade.;Número de novos painéis realizados.;;5.0
2516;Aricanduva/Vila Formosa;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;26;
2517;Butantã;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;10;
2518;Campo Limpo;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;17;
2519;Capela do Socorro;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;19;
2520;Casa Verde;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;04;
2521;Cidade Ademar;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;16;
2522;Cidade Tiradentes;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;31;
2523;Ermelino Matarazzo;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;22;
2524;Freguesia do Ó/Brasilândia;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;03;
2525;Guaianases;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;28;
2526;Ipiranga;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;13;
2527;Itaim Paulista;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;24;
2528;Itaquera;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;27;
